date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret,note
2021-05-10,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-05-11,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-05-12,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-05-13,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-05-14,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-05-17,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-05-18,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-05-19,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-05-20,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-05-21,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-05-24,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-05-25,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-05-26,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-05-27,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-05-28,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-05-31,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-06-01,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-06-02,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-06-03,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-06-04,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-06-07,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-06-08,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-06-09,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-06-10,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-06-11,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-06-15,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-06-16,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-06-17,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-06-18,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-06-21,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-06-22,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-06-23,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-06-24,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-06-25,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-06-28,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-06-29,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-06-30,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-07-01,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-07-02,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-07-05,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-07-06,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-07-07,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-07-08,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-07-09,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-07-12,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-07-13,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-07-14,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-07-15,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-07-16,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-07-19,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-07-20,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-07-21,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-07-22,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-07-23,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-07-26,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-07-27,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-07-28,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-07-29,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-07-30,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-08-02,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-08-03,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-08-04,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-08-05,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-08-06,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-08-09,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-08-10,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-08-11,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-08-12,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-08-13,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-08-16,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-08-17,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-08-18,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-08-19,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-08-20,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-08-23,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-08-24,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-08-25,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-08-26,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-08-27,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-08-30,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-08-31,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-09-01,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-09-02,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-09-03,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-09-06,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-09-07,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-09-08,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-09-09,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-09-10,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-09-13,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-09-14,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-09-15,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-09-16,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-09-17,8121,0,0,0,0,0,0,0,0,0,0,0,62OX A  D
2021-09-22,8121,0,0,0,0,0,0,0,0,0,0,0,62OX A  D
2021-09-23,8121,0,0,0,0,0,0,0,0,0,0,0,62OX A  D
2021-09-24,8121,0,0,0,0,0,0,0,0,0,0,0,62OX A  D
2021-09-27,8121,0,0,0,0,0,0,0,0,0,0,0,62OX A  D
2021-09-28,8121,0,0,0,0,0,0,0,0,0,0,0,62OX A  D
2021-09-29,8121,0,0,0,0,0,0,0,0,0,0,0,62OX A  D
2021-09-30,8121,0,0,0,0,0,0,0,0,0,0,0,62OX A  D
2021-10-01,8121,0,0,0,0,0,0,0,0,0,0,0,62OX A  D
2021-10-04,8121,0,0,0,0,0,0,0,0,0,0,0,62OX A  D
2021-10-05,8121,0,0,0,0,0,0,0,0,0,0,0,62OX A  D
2021-10-06,8121,0,0,0,0,0,0,0,0,0,0,0,62OX A  D
2021-10-07,8121,0,0,0,0,0,0,0,0,0,0,0,11OX A
2021-10-08,8121,0,0,0,0,0,0,0,0,0,0,0,11OX A
2021-10-12,8121,0,0,0,0,0,0,0,0,0,0,0,11OX A
2021-10-13,8121,0,0,0,0,0,0,0,0,0,0,0,11OX A
2021-10-14,8121,0,0,0,0,0,0,0,0,0,0,0,11OX A
2021-10-15,8121,0,0,0,0,0,0,0,0,0,0,0,11OX A
2021-10-18,8121,0,0,0,0,0,0,0,0,0,0,0,11OX A
2021-10-19,8121,0,0,0,0,0,0,0,0,0,0,0,11OX A
2021-10-20,8121,0,0,0,0,0,0,0,0,0,0,0,62OX A  D
2021-10-21,8121,0,0,0,0,0,0,0,0,0,0,0,62OX A  D
2021-10-22,8121,0,0,0,0,0,0,0,0,0,0,0,62OX A  D
2021-10-25,8121,0,0,0,0,0,0,0,0,0,0,0,62OX A  D
2021-10-26,8121,0,0,0,0,0,0,0,0,0,0,0,62OX A  D
2021-10-27,8121,0,0,0,0,0,0,0,0,0,0,0,62OX A  D
2021-10-28,8121,0,0,0,0,0,0,0,0,0,0,0,62OX A  D
2021-10-29,8121,0,0,0,0,0,0,0,0,0,0,0,62OX A  D
2021-11-01,8121,0,0,0,0,0,0,0,0,0,0,0,62OX A  D
2021-11-02,8121,0,0,0,0,0,0,0,0,0,0,0,62OX A  D
2021-11-03,8121,0,0,0,0,0,0,0,0,0,0,0,11OX A
2021-11-04,8121,0,0,0,0,0,0,0,0,0,0,0,11OX A
2021-11-05,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-11-08,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-11-09,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-11-10,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-11-11,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-11-12,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-11-15,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-11-16,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-11-17,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-11-18,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-11-19,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-11-22,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-11-23,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-11-24,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-11-25,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-11-26,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-11-29,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-11-30,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-12-01,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-12-02,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-12-03,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-12-06,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-12-07,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-12-08,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-12-09,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-12-10,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-12-13,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-12-14,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-12-15,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-12-16,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-12-17,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-12-20,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-12-21,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-12-22,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-12-23,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-12-24,8121,0,0,0,0,0,0,0,0,0,0,0,61OX    D
2021-12-27,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-12-28,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-12-29,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2021-12-30,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-01-03,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-01-04,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-01-05,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-01-06,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-01-07,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-01-10,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-01-11,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-01-12,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-01-13,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-01-14,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-01-17,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-01-18,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-01-19,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-01-20,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-01-21,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-01-24,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-01-25,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-01-26,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-02-07,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-02-08,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-02-09,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-02-10,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-02-11,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-02-14,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-02-15,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-02-16,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-02-17,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-02-18,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-02-21,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-02-22,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-02-23,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-02-24,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-02-25,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-03-01,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-03-02,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-03-03,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-03-04,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-03-07,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-03-08,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-03-09,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-03-10,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-03-11,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-03-14,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-03-15,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-03-16,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-03-17,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-03-18,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-03-21,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-03-22,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-03-23,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-03-24,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-03-25,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-03-28,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-03-29,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-03-30,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-03-31,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-04-01,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-04-06,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-04-07,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-04-08,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-04-11,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-04-12,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-04-13,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-04-14,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-04-15,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-04-18,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-04-19,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-04-20,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-04-21,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-04-22,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-04-25,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-04-26,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-04-27,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-04-28,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-04-29,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-05-03,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-05-04,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-05-05,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-05-06,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-05-09,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-05-10,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-05-11,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-05-12,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-05-13,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-05-16,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-05-17,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-05-18,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-05-19,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-05-20,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-05-23,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-05-24,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-05-25,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-05-26,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-05-27,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-05-30,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-05-31,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-06-01,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-06-02,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-06-06,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-06-07,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-06-08,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-06-09,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-06-10,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-06-13,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-06-14,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-06-15,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-06-16,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-06-17,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-06-20,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-06-21,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-06-22,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-06-23,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-06-24,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-06-27,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-06-28,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-06-29,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-06-30,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-07-01,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-07-04,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-07-05,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-07-06,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-07-07,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-07-08,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-07-11,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-07-12,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-07-13,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-07-14,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-07-15,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-07-18,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-07-19,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-07-20,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-07-21,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-07-22,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-07-25,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-07-26,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-07-27,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-07-28,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-07-29,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-08-01,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-08-02,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-08-03,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-08-04,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-08-05,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-08-08,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-08-09,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-08-10,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-08-11,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-08-12,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-08-15,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-08-16,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-08-17,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-08-18,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-08-19,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-08-22,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-08-23,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-08-24,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-08-25,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-08-26,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-08-29,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-08-30,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-08-31,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-09-01,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-09-02,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-09-05,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-09-06,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-09-07,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-09-08,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-09-12,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-09-13,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-09-14,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-09-15,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-09-16,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-09-19,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-09-20,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-09-21,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-09-22,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-09-23,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-09-26,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-09-27,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-09-28,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-09-29,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-09-30,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-10-03,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-10-04,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-10-05,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-10-06,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-10-07,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-10-11,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-10-12,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-10-13,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-10-14,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-10-17,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-10-18,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-10-19,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-10-20,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-10-21,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-10-24,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-10-25,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-10-26,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-10-27,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-10-28,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-10-31,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-11-01,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-11-02,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-11-03,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-11-04,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-11-07,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-11-08,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-11-09,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-11-10,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-11-11,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-11-14,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-11-15,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-11-16,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-11-17,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-11-18,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-11-21,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-11-22,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-11-23,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-11-24,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-11-25,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-11-28,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-11-29,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-11-30,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-12-01,8121,0,0,0,0,0,0,0,0,0,0,0,OX
2022-12-02,8121,0,0,0,0,0,0,0,0,0,0,0,OX
