date,new_semantics,n_rows,n_notrade,n_notrade_twse,n_notrade_tpex,n_notrade_emerging
2023-07-27,0,2087,0,0,0,0
2023-07-28,0,2073,0,0,0,0
2023-07-31,0,2088,0,0,0,0
2023-08-01,0,2081,0,0,0,0
2023-08-02,0,2081,0,0,0,0
2023-08-04,0,2074,0,0,0,0
2023-08-07,0,2096,0,0,0,0
2023-08-08,0,2080,0,0,0,0
2023-08-09,0,2078,0,0,0,0
2023-08-10,0,2082,0,0,0,0
2023-08-11,0,2080,0,0,0,0
2023-08-14,0,2087,0,0,0,0
2023-08-15,0,2074,0,0,0,0
2023-08-16,0,2078,0,0,0,0
2023-08-17,0,2072,0,0,0,0
2023-08-18,0,2072,0,0,0,0
2023-08-21,0,2071,0,0,0,0
2023-08-22,0,2074,0,0,0,0
2023-08-23,0,2067,0,0,0,0
2023-08-24,0,2077,0,0,0,0
2023-08-25,0,2064,0,0,0,0
2023-08-28,0,2058,0,0,0,0
2023-08-29,0,2058,0,0,0,0
2023-08-30,0,2070,0,0,0,0
2023-08-31,0,2077,0,0,0,0
2023-09-01,0,2078,0,0,0,0
2023-09-04,0,2076,0,0,0,0
2023-09-05,0,2080,0,0,0,0
2023-09-06,0,2083,0,0,0,0
2023-09-07,0,2074,0,0,0,0
2023-09-08,0,2066,0,0,0,0
2023-09-11,0,2083,0,0,0,0
2023-09-12,0,2070,0,0,0,0
2023-09-13,0,2080,0,0,0,0
2023-09-14,0,2080,0,0,0,0
2023-09-15,0,2073,0,0,0,0
2023-09-18,0,2077,0,0,0,0
2023-09-19,0,2081,0,0,0,0
2023-09-20,0,2077,0,0,0,0
2023-09-21,0,2083,0,0,0,0
2023-09-22,0,2074,0,0,0,0
2023-09-25,0,2078,0,0,0,0
2023-09-26,0,2078,0,0,0,0
2023-09-27,0,2067,0,0,0,0
2023-09-28,0,2066,0,0,0,0
2023-10-02,0,2076,0,0,0,0
2023-10-03,0,2064,0,0,0,0
2023-10-04,0,2062,0,0,0,0
2023-10-05,0,2073,0,0,0,0
2023-10-06,0,2075,0,0,0,0
2023-10-11,0,2079,0,0,0,0
2023-10-12,0,2086,0,0,0,0
2023-10-13,0,2079,0,0,0,0
2023-10-16,0,2069,0,0,0,0
2023-10-17,0,2083,0,0,0,0
2023-10-18,0,2089,0,0,0,0
2023-10-19,0,2079,0,0,0,0
2023-10-20,0,2087,0,0,0,0
2023-10-23,0,2086,0,0,0,0
2023-10-24,0,2084,0,0,0,0
2023-10-25,0,2089,0,0,0,0
2023-10-26,0,2082,0,0,0,0
2023-10-27,0,2074,0,0,0,0
2023-10-30,0,2073,0,0,0,0
2023-10-31,0,2083,0,0,0,0
2023-11-01,0,2076,0,0,0,0
2023-11-02,0,2086,0,0,0,0
2023-11-03,0,2087,0,0,0,0
2023-11-06,0,2092,0,0,0,0
2023-11-07,0,2084,0,0,0,0
2023-11-08,0,2097,0,0,0,0
2023-11-09,0,2096,0,0,0,0
2023-11-10,0,2091,0,0,0,0
2023-11-13,0,2098,0,0,0,0
2023-11-14,0,2093,0,0,0,0
2023-11-15,0,2104,0,0,0,0
2023-11-16,0,2097,0,0,0,0
2023-11-17,0,2094,0,0,0,0
2023-11-20,0,2105,0,0,0,0
2023-11-21,0,2107,0,0,0,0
2023-11-22,0,2104,0,0,0,0
2023-11-23,0,2094,0,0,0,0
2023-11-24,0,2091,0,0,0,0
2023-11-27,0,2094,0,0,0,0
2023-11-28,0,2104,0,0,0,0
2023-11-29,0,2098,0,0,0,0
2023-11-30,0,2102,0,0,0,0
2023-12-01,0,2103,0,0,0,0
2023-12-04,0,2104,0,0,0,0
2023-12-05,0,2099,0,0,0,0
2023-12-06,0,2105,0,0,0,0
2023-12-07,0,2094,0,0,0,0
2023-12-08,0,2101,0,0,0,0
2023-12-11,0,2100,0,0,0,0
2023-12-12,0,2109,0,0,0,0
2023-12-13,0,2107,0,0,0,0
2023-12-14,0,2114,0,0,0,0
2023-12-15,0,2111,0,0,0,0
2023-12-18,0,2107,0,0,0,0
2023-12-19,0,2106,0,0,0,0
2023-12-20,0,2101,0,0,0,0
2023-12-21,0,2109,0,0,0,0
2023-12-22,0,2105,0,0,0,0
2023-12-25,0,2109,0,0,0,0
2023-12-26,0,2107,0,0,0,0
2023-12-27,0,2108,0,0,0,0
2023-12-28,0,2105,0,0,0,0
2023-12-29,0,2114,0,0,0,0
2024-01-02,0,2103,0,0,0,0
2024-01-03,0,2104,0,0,0,0
2024-01-04,0,2096,0,0,0,0
2024-01-05,0,2107,0,0,0,0
2024-01-08,0,2106,0,0,0,0
2024-01-09,0,2107,0,0,0,0
2024-01-10,0,2105,0,0,0,0
2024-01-11,0,2111,0,0,0,0
2024-01-12,0,2099,0,0,0,0
2024-01-15,0,2109,0,0,0,0
2024-01-16,0,2101,0,0,0,0
2024-01-17,0,2115,0,0,0,0
2024-01-18,0,2106,0,0,0,0
2024-01-19,0,2111,0,0,0,0
2024-01-22,0,2102,0,0,0,0
2024-01-23,0,2103,0,0,0,0
2024-01-24,0,2105,0,0,0,0
2024-01-25,0,2111,0,0,0,0
2024-01-26,0,2106,0,0,0,0
2024-01-29,0,2112,0,0,0,0
2024-01-30,0,2104,0,0,0,0
2024-01-31,0,2105,0,0,0,0
2024-02-01,0,2116,0,0,0,0
2024-02-02,0,2116,0,0,0,0
2024-02-05,0,2114,0,0,0,0
2024-02-15,0,2121,0,0,0,0
2024-02-16,0,2123,0,0,0,0
2024-02-19,0,2123,0,0,0,0
2024-02-20,0,2115,0,0,0,0
2024-02-21,0,2110,0,0,0,0
2024-02-22,0,2116,0,0,0,0
2024-02-23,0,2121,0,0,0,0
2024-02-26,0,2116,0,0,0,0
2024-02-27,0,2114,0,0,0,0
2024-02-29,0,2119,0,0,0,0
2024-03-01,0,2121,0,0,0,0
2024-03-04,0,2118,0,0,0,0
2024-03-05,0,2119,0,0,0,0
2024-03-06,0,2121,0,0,0,0
2024-03-07,0,2125,0,0,0,0
2024-03-08,0,2128,0,0,0,0
2024-03-11,0,2127,0,0,0,0
2024-03-12,0,2123,0,0,0,0
2024-03-13,0,2123,0,0,0,0
2024-03-14,0,2117,0,0,0,0
2024-03-15,0,2119,0,0,0,0
2024-03-18,0,2127,0,0,0,0
2024-03-19,0,2128,0,0,0,0
2024-03-20,0,2127,0,0,0,0
2024-03-21,0,2131,0,0,0,0
2024-03-22,0,2127,0,0,0,0
2024-03-25,0,2129,0,0,0,0
2024-03-26,0,2123,0,0,0,0
2024-03-27,0,2122,0,0,0,0
2024-03-28,0,2130,0,0,0,0
2024-03-29,0,2128,0,0,0,0
2024-04-01,0,2130,0,0,0,0
2024-04-02,0,2130,0,0,0,0
2024-04-03,0,2117,0,0,0,0
2024-04-08,0,2127,0,0,0,0
2024-04-09,0,2126,0,0,0,0
2024-04-10,0,2125,0,0,0,0
2024-04-11,0,2124,0,0,0,0
2024-04-12,0,2128,0,0,0,0
2024-04-15,0,2124,0,0,0,0
2024-04-16,0,2128,0,0,0,0
2024-04-17,0,2126,0,0,0,0
2024-04-18,0,2127,0,0,0,0
2024-04-19,0,2127,0,0,0,0
2024-04-22,0,2133,0,0,0,0
2024-04-23,0,2129,0,0,0,0
2024-04-24,0,2127,0,0,0,0
2024-04-25,0,2116,0,0,0,0
2024-04-26,0,2129,0,0,0,0
2024-04-29,0,2131,0,0,0,0
2024-04-30,0,2124,0,0,0,0
2024-05-02,0,2126,0,0,0,0
2024-05-03,0,2128,0,0,0,0
2024-05-06,0,2136,0,0,0,0
2024-05-07,0,2124,0,0,0,0
2024-05-08,0,2125,0,0,0,0
2024-05-09,0,2133,0,0,0,0
2024-05-10,0,2141,0,0,0,0
2024-05-13,0,2135,0,0,0,0
2024-05-14,0,2133,0,0,0,0
2024-05-15,0,2140,0,0,0,0
2024-05-16,0,2145,0,0,0,0
2024-05-17,0,2139,0,0,0,0
2024-05-20,0,2136,0,0,0,0
2024-05-21,0,2135,0,0,0,0
2024-05-22,0,2144,0,0,0,0
2024-05-23,0,2144,0,0,0,0
2024-05-24,0,2131,0,0,0,0
2024-05-27,0,2140,0,0,0,0
2024-05-28,0,2143,0,0,0,0
2024-05-29,0,2142,0,0,0,0
2024-05-30,0,2139,0,0,0,0
2024-05-31,0,2143,0,0,0,0
2024-06-03,0,2141,0,0,0,0
2024-06-04,0,2129,0,0,0,0
2024-06-05,0,2141,0,0,0,0
2024-06-06,0,2137,0,0,0,0
2024-06-07,0,2131,0,0,0,0
2024-06-11,0,2144,0,0,0,0
2024-06-12,0,2146,0,0,0,0
2024-06-13,0,2150,0,0,0,0
2024-06-14,0,2148,0,0,0,0
2024-06-17,0,2147,0,0,0,0
2024-06-18,0,2151,0,0,0,0
2024-06-19,0,2148,0,0,0,0
2024-06-20,0,2145,0,0,0,0
2024-06-21,0,2146,0,0,0,0
2024-06-24,0,2148,0,0,0,0
2024-06-25,0,2140,0,0,0,0
2024-06-26,0,2151,0,0,0,0
2024-06-27,0,2144,0,0,0,0
2024-06-28,0,2155,0,0,0,0
2024-07-01,0,2151,0,0,0,0
2024-07-02,0,2156,0,0,0,0
2024-07-03,0,2149,0,0,0,0
2024-07-04,0,2155,0,0,0,0
2024-07-05,0,2153,0,0,0,0
2024-07-08,0,2158,0,0,0,0
2024-07-09,0,2156,0,0,0,0
2024-07-10,0,2148,0,0,0,0
2024-07-11,0,2151,0,0,0,0
2024-07-12,0,2160,0,0,0,0
2024-07-15,0,2145,0,0,0,0
2024-07-16,0,2152,0,0,0,0
2024-07-17,0,2153,0,0,0,0
2024-07-18,0,2155,0,0,0,0
2024-07-19,0,2152,0,0,0,0
2024-07-22,0,2148,0,0,0,0
2024-07-23,0,2152,0,0,0,0
2024-07-26,0,2148,0,0,0,0
2024-07-29,0,2156,0,0,0,0
2024-07-30,0,2151,0,0,0,0
2024-07-31,0,2153,0,0,0,0
2024-08-01,0,2153,0,0,0,0
2024-08-02,0,2151,0,0,0,0
2024-08-05,0,2164,0,0,0,0
2024-08-06,0,2157,0,0,0,0
2024-08-07,0,2155,0,0,0,0
2024-08-08,0,2143,0,0,0,0
2024-08-09,0,2147,0,0,0,0
2024-08-12,0,2152,0,0,0,0
2024-08-13,0,2144,0,0,0,0
2024-08-14,0,2153,0,0,0,0
2024-08-15,0,2148,0,0,0,0
2024-08-16,0,2153,0,0,0,0
2024-08-19,0,2148,0,0,0,0
2024-08-20,0,2164,0,0,0,0
2024-08-21,0,2155,0,0,0,0
2024-08-22,0,2139,0,0,0,0
2024-08-23,0,2139,0,0,0,0
2024-08-26,0,2154,0,0,0,0
2024-08-27,0,2142,0,0,0,0
2024-08-28,0,2154,0,0,0,0
2024-08-29,0,2144,0,0,0,0
2024-08-30,0,2153,0,0,0,0
2024-09-02,0,2143,0,0,0,0
2024-09-03,0,2141,0,0,0,0
2024-09-04,0,2153,0,0,0,0
2024-09-05,0,2152,0,0,0,0
2024-09-06,0,2145,0,0,0,0
2024-09-09,0,2144,0,0,0,0
2024-09-10,0,2153,0,0,0,0
2024-09-11,0,2148,0,0,0,0
2024-09-12,0,2159,0,0,0,0
2024-09-13,0,2155,0,0,0,0
2024-09-16,0,2156,0,0,0,0
2024-09-18,0,2162,0,0,0,0
2024-09-19,0,2158,0,0,0,0
2024-09-20,0,2166,0,0,0,0
2024-09-23,0,2162,0,0,0,0
2024-09-24,0,2153,0,0,0,0
2024-09-25,0,2162,0,0,0,0
2024-09-26,0,2164,0,0,0,0
2024-09-27,0,2168,0,0,0,0
2024-09-30,0,2168,0,0,0,0
2024-10-01,0,2159,0,0,0,0
2024-10-04,0,2162,0,0,0,0
2024-10-07,0,2172,0,0,0,0
2024-10-08,0,2165,0,0,0,0
2024-10-09,0,2158,0,0,0,0
2024-10-11,0,2164,0,0,0,0
2024-10-14,0,2154,0,0,0,0
2024-10-15,0,2164,0,0,0,0
2024-10-16,0,2160,0,0,0,0
2024-10-17,0,2152,0,0,0,0
2024-10-18,0,2168,0,0,0,0
2024-10-21,0,2166,0,0,0,0
2024-10-22,0,2164,0,0,0,0
2024-10-23,0,2166,0,0,0,0
2024-10-24,0,2168,0,0,0,0
2024-10-25,0,2168,0,0,0,0
2024-10-28,0,2167,0,0,0,0
2024-10-29,0,2158,0,0,0,0
2024-10-30,0,2163,0,0,0,0
2024-11-01,0,2160,0,0,0,0
2024-11-04,0,2165,0,0,0,0
2024-11-05,0,2156,0,0,0,0
2024-11-06,0,2162,0,0,0,0
2024-11-07,0,2169,0,0,0,0
2024-11-08,0,2174,0,0,0,0
2024-11-11,0,2172,0,0,0,0
2024-11-12,0,2170,0,0,0,0
2024-11-13,0,2175,0,0,0,0
2024-11-14,0,2170,0,0,0,0
2024-11-15,0,2168,0,0,0,0
2024-11-18,0,2174,0,0,0,0
2024-11-19,0,2175,0,0,0,0
2024-11-20,0,2173,0,0,0,0
2024-11-21,0,2167,0,0,0,0
2024-11-22,0,2168,0,0,0,0
2024-11-25,0,2175,0,0,0,0
2024-11-26,0,2170,0,0,0,0
2024-11-27,0,2168,0,0,0,0
2024-11-28,0,2163,0,0,0,0
2024-11-29,0,2172,0,0,0,0
2024-12-02,0,2175,0,0,0,0
2024-12-03,0,2178,0,0,0,0
2024-12-04,0,2173,0,0,0,0
2024-12-05,0,2179,0,0,0,0
2024-12-06,0,2174,0,0,0,0
2024-12-09,0,2174,0,0,0,0
2024-12-10,0,2178,0,0,0,0
2024-12-11,0,2180,0,0,0,0
2024-12-12,0,2177,0,0,0,0
2024-12-13,0,2182,0,0,0,0
2024-12-16,0,2182,0,0,0,0
2024-12-17,0,2177,0,0,0,0
2024-12-18,0,2182,0,0,0,0
2024-12-19,0,2180,0,0,0,0
2024-12-20,0,2179,0,0,0,0
2024-12-23,0,2191,0,0,0,0
2024-12-24,0,2195,0,0,0,0
2024-12-25,0,2173,0,0,0,0
2024-12-26,0,2180,0,0,0,0
2024-12-27,0,2183,0,0,0,0
2024-12-30,0,2183,0,0,0,0
2024-12-31,0,2184,0,0,0,0
2025-01-02,0,2193,0,0,0,0
2025-01-03,0,2187,0,0,0,0
2025-01-06,0,2191,0,0,0,0
2025-01-07,0,2191,0,0,0,0
2025-01-08,0,2188,0,0,0,0
2025-01-09,0,2194,0,0,0,0
2025-01-10,0,2191,0,0,0,0
2025-01-13,0,2198,0,0,0,0
2025-01-14,0,2188,0,0,0,0
2025-01-15,0,2190,0,0,0,0
2025-01-16,0,2198,0,0,0,0
2025-01-17,0,2189,0,0,0,0
2025-01-20,0,2192,0,0,0,0
2025-01-21,0,2188,0,0,0,0
2025-01-22,0,2196,0,0,0,0
2025-02-03,0,2194,0,0,0,0
2025-02-04,0,2188,0,0,0,0
2025-02-05,0,2199,0,0,0,0
2025-02-06,0,2190,0,0,0,0
2025-02-07,0,2198,0,0,0,0
2025-02-10,0,2197,0,0,0,0
2025-02-11,0,2194,0,0,0,0
2025-02-12,0,2190,0,0,0,0
2025-02-13,0,2204,0,0,0,0
2025-02-14,0,2205,0,0,0,0
2025-02-17,0,2202,0,0,0,0
2025-02-18,0,2197,0,0,0,0
2025-02-19,0,2205,0,0,0,0
2025-02-20,0,2202,0,0,0,0
2025-02-21,0,2211,0,0,0,0
2025-02-24,0,2201,0,0,0,0
2025-02-25,0,2196,0,0,0,0
2025-02-26,0,2201,0,0,0,0
2025-02-27,0,2205,0,0,0,0
2025-03-03,0,2199,0,0,0,0
2025-03-04,0,2204,0,0,0,0
2025-03-05,0,2198,0,0,0,0
2025-03-06,0,2205,0,0,0,0
2025-03-07,0,2201,0,0,0,0
2025-03-10,0,2210,0,0,0,0
2025-03-11,0,2204,0,0,0,0
2025-03-12,0,2213,0,0,0,0
2025-03-13,0,2204,0,0,0,0
2025-03-14,0,2208,0,0,0,0
2025-03-17,0,2215,0,0,0,0
2025-03-18,0,2213,0,0,0,0
2025-03-19,0,2208,0,0,0,0
2025-03-20,0,2225,0,0,0,0
2025-03-21,0,2221,0,0,0,0
2025-03-24,0,2206,0,0,0,0
2025-03-25,0,2216,0,0,0,0
2025-03-26,0,2205,0,0,0,0
2025-03-27,0,2205,0,0,0,0
2025-03-28,0,2216,0,0,0,0
2025-03-31,0,2230,0,0,0,0
2025-04-01,0,2215,0,0,0,0
2025-04-02,0,2209,0,0,0,0
2025-04-07,0,2221,0,0,0,0
2025-04-08,0,2225,0,0,0,0
2025-04-09,0,2223,0,0,0,0
2025-04-10,0,2236,0,0,0,0
2025-04-11,0,2214,0,0,0,0
2025-04-14,0,2220,0,0,0,0
2025-04-15,0,2224,0,0,0,0
2025-04-16,0,2218,0,0,0,0
2025-04-17,0,2195,0,0,0,0
2025-04-18,0,2198,0,0,0,0
2025-04-21,0,2203,0,0,0,0
2025-04-22,0,2188,0,0,0,0
2025-04-23,0,2214,0,0,0,0
2025-04-24,0,2188,0,0,0,0
2025-04-25,0,2216,0,0,0,0
2025-04-28,0,2205,0,0,0,0
2025-04-29,0,2213,0,0,0,0
2025-04-30,0,2211,0,0,0,0
2025-05-02,0,2220,0,0,0,0
2025-05-05,0,2217,0,0,0,0
2025-05-06,0,2209,0,0,0,0
2025-05-07,0,2210,0,0,0,0
2025-05-08,0,2215,0,0,0,0
2025-05-09,0,2212,0,0,0,0
2025-05-12,0,2222,0,0,0,0
2025-05-13,0,2221,0,0,0,0
2025-05-14,0,2220,0,0,0,0
2025-05-15,0,2215,0,0,0,0
2025-05-16,0,2216,0,0,0,0
2025-05-19,0,2209,0,0,0,0
2025-05-20,0,2215,0,0,0,0
2025-05-21,0,2217,0,0,0,0
2025-05-22,0,2213,0,0,0,0
2025-05-23,0,2204,0,0,0,0
2025-05-26,0,2215,0,0,0,0
2025-05-27,0,2216,0,0,0,0
2025-05-28,0,2218,0,0,0,0
2025-05-29,0,2215,0,0,0,0
2025-06-02,0,2206,0,0,0,0
2025-06-03,0,2225,0,0,0,0
2025-06-04,0,2218,0,0,0,0
2025-06-05,0,2206,0,0,0,0
2025-06-06,0,2214,0,0,0,0
2025-06-09,0,2209,0,0,0,0
2025-06-10,0,2228,0,0,0,0
2025-06-11,0,2231,0,0,0,0
2025-06-12,0,2217,0,0,0,0
2025-06-13,0,2216,0,0,0,0
2025-06-16,0,2221,0,0,0,0
2025-06-17,0,2222,0,0,0,0
2025-06-18,0,2228,0,0,0,0
2025-06-19,0,2222,0,0,0,0
2025-06-20,0,2222,0,0,0,0
2025-06-23,0,2214,0,0,0,0
2025-06-24,0,2234,0,0,0,0
2025-06-25,0,2219,0,0,0,0
2025-06-26,0,2223,0,0,0,0
2025-06-27,0,2218,0,0,0,0
2025-06-30,0,2217,0,0,0,0
2025-07-01,0,2224,0,0,0,0
2025-07-02,0,2212,0,0,0,0
2025-07-03,0,2228,0,0,0,0
2025-07-04,0,2212,0,0,0,0
2025-07-07,0,2195,0,0,0,0
2025-07-08,0,2202,0,0,0,0
2025-07-09,0,2204,0,0,0,0
2025-07-10,0,2212,0,0,0,0
2025-07-11,0,2218,0,0,0,0
2025-07-14,0,2201,0,0,0,0
2025-07-15,0,2219,0,0,0,0
2025-07-16,0,2224,0,0,0,0
2025-07-17,0,2232,0,0,0,0
2025-07-18,0,2229,0,0,0,0
2025-07-21,0,2216,0,0,0,0
2025-07-22,0,2227,0,0,0,0
2025-07-23,0,2227,0,0,0,0
2025-07-24,0,2227,0,0,0,0
2025-07-25,0,2224,0,0,0,0
2025-07-28,0,2216,0,0,0,0
2025-07-29,0,2221,0,0,0,0
2025-07-30,0,2213,0,0,0,0
2025-07-31,0,2220,0,0,0,0
2025-08-01,0,2229,0,0,0,0
2025-08-04,0,2220,0,0,0,0
2025-08-05,0,2238,0,0,0,0
2025-08-06,0,2236,0,0,0,0
2025-08-07,0,2240,0,0,0,0
2025-08-08,0,2237,0,0,0,0
2025-08-11,0,2233,0,0,0,0
2025-08-12,0,2232,0,0,0,0
2025-08-13,0,2245,0,0,0,0
2025-08-14,0,2246,0,0,0,0
2025-08-15,0,2245,0,0,0,0
2025-08-18,0,2240,0,0,0,0
2025-08-19,0,2244,0,0,0,0
2025-08-20,0,2236,0,0,0,0
2025-08-21,0,2253,0,0,0,0
2025-08-22,0,2231,0,0,0,0
2025-08-25,0,2252,0,0,0,0
2025-08-26,0,2252,0,0,0,0
2025-08-27,0,2253,0,0,0,0
2025-08-28,0,2241,0,0,0,0
2025-08-29,0,2246,0,0,0,0
2025-09-01,0,2242,0,0,0,0
2025-09-02,0,2232,0,0,0,0
2025-09-03,0,2244,0,0,0,0
2025-09-04,0,2242,0,0,0,0
2025-09-05,0,2237,0,0,0,0
2025-09-08,0,2241,0,0,0,0
2025-09-09,0,2248,0,0,0,0
2025-09-10,0,2248,0,0,0,0
2025-09-11,0,2248,0,0,0,0
2025-09-12,0,2251,0,0,0,0
2025-09-15,0,2243,0,0,0,0
2025-09-16,0,2246,0,0,0,0
2025-09-17,0,2246,0,0,0,0
2025-09-18,0,2250,0,0,0,0
2025-09-19,0,2250,0,0,0,0
2025-09-22,0,2245,0,0,0,0
2025-09-23,0,2257,0,0,0,0
2025-09-24,0,2243,0,0,0,0
2025-09-25,0,2237,0,0,0,0
2025-09-26,0,2241,0,0,0,0
2025-09-30,0,2235,0,0,0,0
2025-10-01,0,2242,0,0,0,0
2025-10-02,0,2242,0,0,0,0
2025-10-03,0,2250,0,0,0,0
2025-10-07,0,2255,0,0,0,0
2025-10-08,0,2245,0,0,0,0
2025-10-09,0,2253,0,0,0,0
2025-10-13,0,2250,0,0,0,0
2025-10-14,0,2257,0,0,0,0
2025-10-15,0,2250,0,0,0,0
2025-10-16,0,2257,0,0,0,0
2025-10-17,0,2248,0,0,0,0
2025-10-20,0,2258,0,0,0,0
2025-10-21,0,2264,0,0,0,0
2025-10-22,0,2253,0,0,0,0
2025-10-23,0,2254,0,0,0,0
2025-10-27,0,2262,0,0,0,0
2025-10-28,0,2263,0,0,0,0
2025-10-29,0,2260,0,0,0,0
2025-10-30,0,2257,0,0,0,0
2025-10-31,0,2264,0,0,0,0
2025-11-03,0,2255,0,0,0,0
2025-11-04,0,2245,0,0,0,0
2025-11-05,0,2252,0,0,0,0
2025-11-06,0,2258,0,0,0,0
2025-11-07,0,2244,0,0,0,0
2025-11-10,0,2243,0,0,0,0
2025-11-11,0,2262,0,0,0,0
2025-11-12,0,2255,0,0,0,0
2025-11-13,0,2260,0,0,0,0
2025-11-14,0,2258,0,0,0,0
2025-11-17,0,2267,0,0,0,0
2025-11-18,0,2261,0,0,0,0
2025-11-19,0,2260,0,0,0,0
2025-11-20,0,2256,0,0,0,0
2025-11-21,0,2245,0,0,0,0
2025-11-24,0,2258,0,0,0,0
2025-11-25,0,2261,0,0,0,0
2025-11-26,0,2275,0,0,0,0
2025-11-27,0,2255,0,0,0,0
2025-11-28,0,2261,0,0,0,0
2025-12-01,0,2259,0,0,0,0
2025-12-02,0,2269,0,0,0,0
2025-12-03,0,2261,0,0,0,0
2025-12-04,0,2256,0,0,0,0
2025-12-05,0,2255,0,0,0,0
2025-12-08,0,2261,0,0,0,0
2025-12-09,0,2261,0,0,0,0
2025-12-10,0,2266,0,0,0,0
2025-12-11,0,2270,0,0,0,0
2025-12-12,0,2263,0,0,0,0
2025-12-15,0,2257,0,0,0,0
2025-12-16,0,2273,0,0,0,0
2025-12-17,0,2268,0,0,0,0
2025-12-18,0,2260,0,0,0,0
2025-12-19,0,2270,0,0,0,0
2025-12-22,0,2273,0,0,0,0
2025-12-23,0,2275,0,0,0,0
2025-12-24,0,2271,0,0,0,0
2025-12-26,0,2271,0,0,0,0
2025-12-29,0,2281,0,0,0,0
2025-12-30,0,2277,0,0,0,0
2025-12-31,0,2291,0,0,0,0
2026-01-02,0,2285,0,0,0,0
2026-01-05,0,2297,0,0,0,0
2026-01-06,0,2296,0,0,0,0
2026-01-07,0,2298,0,0,0,0
2026-01-08,0,2291,0,0,0,0
2026-01-09,0,2282,0,0,0,0
2026-01-12,0,2304,0,0,0,0
2026-01-13,0,2302,0,0,0,0
2026-01-14,0,2307,0,0,0,0
2026-01-15,0,2305,0,0,0,0
2026-01-16,0,2302,0,0,0,0
2026-01-19,0,2311,0,0,0,0
2026-01-20,0,2298,0,0,0,0
2026-01-21,0,2294,0,0,0,0
2026-01-22,0,2311,0,0,0,0
2026-01-23,0,2300,0,0,0,0
2026-01-26,0,2314,0,0,0,0
2026-01-27,0,2311,0,0,0,0
2026-01-28,0,2308,0,0,0,0
2026-01-29,0,2305,0,0,0,0
2026-01-30,0,2307,0,0,0,0
2026-02-02,0,2302,0,0,0,0
2026-02-03,0,2309,0,0,0,0
2026-02-04,0,2310,0,0,0,0
2026-02-05,0,2301,0,0,0,0
2026-02-06,0,2309,0,0,0,0
2026-02-09,0,2310,0,0,0,0
2026-02-10,0,2317,0,0,0,0
2026-02-11,0,2321,0,0,0,0
2026-02-23,0,2323,0,0,0,0
2026-02-24,0,2320,0,0,0,0
2026-02-25,0,2324,0,0,0,0
2026-02-26,0,2326,0,0,0,0
2026-03-02,0,2319,0,0,0,0
2026-03-03,0,2317,0,0,0,0
2026-03-04,0,2319,0,0,0,0
2026-03-05,0,2318,0,0,0,0
2026-03-06,0,2309,0,0,0,0
2026-03-09,0,2310,0,0,0,0
2026-03-10,0,2314,0,0,0,0
2026-03-11,0,2321,0,0,0,0
2026-03-12,0,2312,0,0,0,0
2026-03-13,0,2314,0,0,0,0
2026-03-16,0,2316,0,0,0,0
2026-03-17,0,2318,0,0,0,0
2026-03-18,0,2316,0,0,0,0
2026-03-19,0,2313,0,0,0,0
2026-03-20,0,2313,0,0,0,0
2026-03-23,0,2317,0,0,0,0
2026-03-24,0,2312,0,0,0,0
2026-03-25,0,2324,0,0,0,0
2026-03-26,0,2311,0,0,0,0
2026-03-27,0,2296,0,0,0,0
2026-03-30,0,2307,0,0,0,0
2026-03-31,0,2315,0,0,0,0
2026-04-01,0,2329,0,0,0,0
2026-04-02,0,2307,0,0,0,0
2026-04-07,0,2316,0,0,0,0
2026-04-08,0,2328,0,0,0,0
2026-04-09,0,2319,0,0,0,0
2026-04-10,0,2321,0,0,0,0
2026-04-13,0,2321,0,0,0,0
2026-04-14,0,2333,0,0,0,0
2026-04-15,0,2331,0,0,0,0
2026-04-16,0,2333,0,0,0,0
2026-04-17,0,2333,0,0,0,0
2026-04-20,0,2334,0,0,0,0
2026-04-21,0,2333,0,0,0,0
2026-04-22,0,2335,0,0,0,0
2026-04-23,0,2339,0,0,0,0
2026-04-24,0,2329,0,0,0,0
2026-04-27,0,2330,0,0,0,0
2026-04-28,0,2325,0,0,0,0
2026-04-29,0,2331,0,0,0,0
2026-04-30,0,2333,0,0,0,0
2026-05-04,0,2341,0,0,0,0
2026-05-05,0,2339,0,0,0,0
2026-05-06,0,2347,0,0,0,0
2026-05-07,0,2342,0,0,0,0
2026-05-08,0,2338,0,0,0,0
2026-05-11,0,2349,0,0,0,0
2026-05-12,0,2354,0,0,0,0
2026-05-13,0,2331,0,0,0,0
2026-05-14,0,2351,0,0,0,0
2026-05-15,0,2345,0,0,0,0
2026-05-18,0,2345,0,0,0,0
2026-05-19,0,2335,0,0,0,0
2026-05-20,0,2334,0,0,0,0
2026-05-21,0,2346,0,0,0,0
2026-05-22,0,2351,0,0,0,0
2026-05-25,0,2355,0,0,0,0
2026-05-26,0,2350,0,0,0,0
2026-05-27,0,2350,0,0,0,0
2026-05-28,0,2355,0,0,0,0
2026-05-29,0,2357,0,0,0,0
2026-06-01,0,2353,0,0,0,0
2026-06-02,0,2349,0,0,0,0
2026-06-03,0,2358,0,0,0,0
2026-06-04,0,2347,0,0,0,0
2026-06-05,0,2351,0,0,0,0
2026-06-08,0,2346,0,0,0,0
2026-06-09,0,2349,0,0,0,0
2026-06-10,0,2350,0,0,0,0
2026-06-11,0,2350,0,0,0,0
